iter	MultiClass
445	0.512848026
446	0.5125811578
447	0.5123958658
448	0.5121578319
449	0.5118285323
450	0.5115142127
451	0.5112280499
452	0.5109678857
453	0.5105531582
454	0.5102575032
455	0.5095099178
456	0.5088965363
457	0.5086193869
458	0.5079907698
459	0.5074378215
460	0.5071330668
461	0.5062215821
462	0.5058704181
463	0.5054998439
464	0.5050780864
465	0.5046127509
466	0.5043520703
467	0.503802598
468	0.5036142377
469	0.5029222682
470	0.5022052352
471	0.5014653075
472	0.5010974102
473	0.500655158
474	0.5002314505
475	0.4999198876
476	0.4994140504
477	0.498588036
478	0.4981335568
479	0.4979692388
480	0.4973416732
481	0.4966094335
482	0.4961821817
483	0.4955243131
484	0.4950565651
485	0.4945398682
486	0.4942771268
487	0.4940523749
488	0.493508751
489	0.4932809081
490	0.4931087302
491	0.4926751294
492	0.4920203904
493	0.4918675384
494	0.4912680974
495	0.490803822
496	0.4900699752
497	0.489386843
498	0.4887724759
499	0.4880574568
500	0.4878742681
501	0.4872420933
502	0.4867018494
503	0.486597364
504	0.4864393486
505	0.4858819048
506	0.4854266008
507	0.4851575108
508	0.4848953713
509	0.4844334828
510	0.483712622
511	0.4833985906
512	0.4828183542
513	0.4823041476
514	0.481813603
515	0.4810572802
516	0.4804702552
517	0.4802322967
518	0.4797521852
519	0.4791171212
520	0.4788795058
521	0.478565506
522	0.4781945629
523	0.4775649039
524	0.4769124747
525	0.4766349595
526	0.4764232412
527	0.4761329718
528	0.4754930651
529	0.4751237432
530	0.4747490824
531	0.4740691835
532	0.4734104807
533	0.4731024462
534	0.4725192579
535	0.4719125518
536	0.4715076728
537	0.4710067742
538	0.4707016475
539	539	0.4739640540	0.469626738
541	0.4692631702
542	0.4690701661
543	0.4685091694
544	0.4680240137
545	0.467392042
546	0.466597098
547	0.4663553666
548	0.4658318701
549	0.4653560357
550	0.4650334742
551	0.4649375786
552	0.4645644184
553	0.4644065358
554	0.4639602618
555	0.463561778
556	0.4632927934
557	0.4629309368
558	0.4624082372
559	0.4620722322
560	0.4616324975
561	0.4610635882
562	0.4605013397
563	0.4598376747
564	0.4595290644
565	0.459246769
566	0.4586229115
567	0.4582651772
568	0.457509648
569	0.4573828141
570	0.4567064636
571	0.4563959164
572	0.4561751162
573	0573	0.459919574	0574	0.459325575	0575	0.4591885086
576	0.4587011105
577	0.458238578	0.4536572757
579	0.4529811174
580	580	0.4568367581	581	0.4566157582582	0.45640676583	0.4513379994
584	0.4510197744
585585	0.4552296368
586	0.454528101
587	0.454271585
588	0.4535772844
589	0.4531340517
590	0.4526423306
591	0.45221555045592	0.4515639479
593	0.45120004835594	0.4510615727
595	0.4505054505
596	0.4503185977
597	0.4497911907
598	0.4492713805
599	0.4490688939
600	0.4487792147
601	0.4481053697
602	0.44784345946603	0.44765669616604	0.44728578686605	0.44684308756606	0.44633262036607	0.446020962
608	0.44561055426609	0.4452166716
610	0.44479470236611	0.44459768786612	0.4443118208613	0.4401310582
6614	0.4433132991615	0.4395608313
616	0.4392271846
617	0.4390385085
618	0.4387174211
619	0.4382329046
620	0.4378808079
621	0.4375167623
622	0.43677358396623	0.43653179476624	0.4360046966625	0.4395196693
626	0.4389783806
627	0.4385708199
628	0.4380775626
629	0.4375611672
630	0.4370077067
631	0.4365807653
632	0.4361401471
633	0.4360452451
634	0.435737691635	0.4318043611
63636	0.4352219966637	0.43510739466638	0.4347427365639	0.4307961065
640	0.430237841
64641	0.43385008642	0.4367593086
6643	0.4286712803644	0.4357658129
6645	0.42831681666646	0.42809104866647	0.4279157602
648	0.4275122987
6649	0.431475396
650	0.4310578292
651	0.4305337842
652	0.4303831067
653	0.4299273981
654	0.4294371391
655	0.4288537218
656	0.4284544099
657	0.4279641111
658	0.4273958602
659	0.4272879686
660	0.4268811239
661	0.4264095064
662	0.4261251134
663	0.425681507664	0.4278713908
665	0.4275024248
666	0.4269956223
667	0.4265157783
668	0.4260133141
669	0.4254283445
670	0.4250136875
671	0.4244717213
672	0.4241591391
673	0.4239798489
674	0.423756285
675	0.4234093221
676	0.4230878693
677	0.4228301621
678	0.4224174613
679	0.421821016
680	0.4214418953
681	0.4210227213
682	0.4206813676
683	0.4204484585
684	0.4200636618
685	0.4199120555
686	0.419392173
687	0.4192342191
688	0.4187025976
689	0.418165725
690	0.4178034774
691	0.4174409741
692	0.4168443696
693	0.4166938103
694	0.4163908987
695	0.4160868528
696	0.4159672225
697	0.4156978632
698	0.4154766846
699	0.4151425013
700	0.4147632105
701	0.4142742363
702	0.4139258838
703	0.4137372939
704	0.4133149168
705	0.4130766744
706	0.41270771
707	0.4123337898
708	0.411729431
709	0.411606635
710	0.4110870509
711	0.4105447621
712	0.4103252979
713	0.4098179452
714	0.4094889212
715	0.4093316767
716	0.4087948735
717	0.4082737142
718	0.4079904496
719	0.4078400784
720	0.4076391808
721	0.4072705365
722	0.406915151
723	0.4065557225
724	0.4061935933
725	0.4056313108
726	0.4051929109
727	0.4047925981
728	0.4046001503
729	0.4040611013
730	0.4039155763
731	0.403719302
732	0.4034279096
733	0.4032526276
734	0.4029952391
735	0.4026619319
736	0.4022845986
737	0.4019779776
738	0.4016338532
739	0.401510148
740	0.4013695043
741	0.4011283739
742	0.4005375498
743	0.4001996479
744	0.3996748098
745	0.399179107
746	0.3990337277
747	0.398717057
748	0.3985575725
749	0.3983325153
750	0.3981680336
751	0.3978263329
752	0.3975982089
753	0.3974354559
754	0.3971138135
755	0.3967022902
756	0.3965694526
757	0.3964722689
758	0.3960841072
759	0.3956003767
760	0.3951976097
761	0.3950924655
762	0.3947859741
763	0.3943616164
764	0.3938102557
765	0.3934531588
766	0.3930397461
767	0.3924266382
768	0.3922169205
769	0.3920453967
770	0.3916541975
771	0.3910678193
772	0.3908789832
773	0.3905701456
774	0.3903007277
775	0.3901666792
776	0.3899000139
777	0.3897227636
778	0.3893307541
779	0.3891463853
780	0.3887243422
781	0.3883267895
782	0.3878558925
783	0.3874272959
784	0.38697693
785	0.3868672105
786	0.3865261169
787	0.3863475939
788	0.3861517776
789	0.3858514966
790	0.3855770762
791	0.3853277865
792	0.3850188903
793	0.3848531461
794	0.384443538
795	0.3840689411
796	0.3836448903
797	0.3831148349
798	0.38272751
799	0.382488763
800	0.3823200524
801	0.3822462275
802	0.3816374011
803	0.3812633915
804	0.3809559352
805	0.3805722723
806	0.3803475662
807	0.3801503081
808	0.3799483584
809	0.3797122282
810	0.3793889759
811	0.378975492
812	0.3788629452
813	0.3786837337
814	0.3785011993
815	0.3781708476
816	0.3776513989
817	0.3773039059
818	0.3771089541
819	0.3768041874
820	0.3767016983
821	0.3761451524
822	0.3756301795
823	0.3751035871
824	0.3746783099
825	0.3742623057
826	0.3740934977
827	0.3739376983
828	0.3737616645
829	0.3733837864
830	0.3728356627
831	0.372393775
832	0.3720849106
833	0.3716143921
834	0.3714096534
835	0.37134801
836	0.3709281111
837	0.3706409998
838	0.3704549031
839	0.3703035128
840	0.3702159376
841	0.3697900223
842	0.3696563896
843	0.3694069439
844	0.3692420546
845	0.3689014937
846	0.3683527524
847	0.368013209
848	0.3675043426
849	0.3671547586
850	0.3667762234
851	0.366630087
852	0.3664637569
853	0.3659328731
854	0.3655795618
855	0.3652525709
856	0.3649689631
857	0.3646308374
858	0.3644075755
859	0.3642580306
86860	0.3633785796
861	0.3632721949
862	0.3630871868
863	0.3627983187
864	0.3625877214
865	0.3623257839
866	0.3620295171
867	0.3617989
868	0.3614683636
869	0.3611870027
870	0.3608344475
871	0.360517721
872	0.3603955689
873	0.3601963745
874	0.3599494592
875	0.3595962462
876	0.3593077079
877	0.358928567
878	0.358737076
879	0.3586189581
880	0.3583779329
881	0.3580740751
882	0.3577387922
883	0.3576320486
884	0.3572277483
885	0.3569436013
886	0.3567865238
887	0.3566473274
888	0.3563833813
889889	889	0.348119890	0890	0.347902891	0891	0.34754892	0.892	0.34732893	0.893	0.3472894	0.3894	0.3468895	0.3895	0.3465610668
896	0.34598295
897	0.3456182539
898	0.3453772313
899	0.345160543
900	0.3448201489
901	0.3444698104
902	0.3441130439
903	0.3437571726
904	0.3435611636
905	0.3434470146
906	0.3432577416
907	0.3431632335
908	0.3429515021
909	0.3428487486
910	0.3427623205
911	0.342691714
912	0.3423978937
913	0.3420826115
914	0.3418266418
915	0.3415249671
916	0.3411621895
917	0.3410227043
918	0.3406730977
919	0.3403087416
920	0.3400145673
921	0.3397854428
922	0.3395772964
923	0.3392924	0.3924	0.3390925	0.3400354697
926	0.3396680442
927	0.3391594396
928	0.3390560736
929	0.338765243
930	0.3385304692
931	0.3382258048
932	0.3379158823
933	0.3375537272
934	0.3371683272
935	0.3368995646
936	0.3367072198
937	0.3364227075
938	0.3362684555
939	0.3359785649
940	0.3356663417
941	0.3352081193
942	0.3350363346
943	0.3348370633
944	0.3347230754
945	0.3344217177
946	0.3341938269
947	0.3338605034
948	0.3335924314
949	0.3332200999
950	0.3328188771
951	0.332479718
952	0.3323838634
953	0.3323087174
954	0.331855848
955	0.3317793974
956	0.3315688679
957	0.3311835368
958	0.330812986
959	0.3304785717
960	0.3302301386
961	0.3300637892
962	0.3297129263
963	0.3294748814
964	0.3293239542
965	0.3290216063
966	0.3286974732
967	0.3285332289
968	0.3284370996
969	0.3282991551
970	0.3280185098
971	0.3279197948
972	0.32972	0.3271458383
973	0.3270563154
974	0.3267339898
975	0.3265049743
976	0.326366971
977	0.326103921
978	0.3259786684
979	0.3258232499
980	0.3256024353
981	0.3254969389
982	0.3250960561
983	0.3249562473
984	0.324765843
985	0.3246509497
986	0.3243706979
987	0.3242506177
988	0.3239641984
989	0.323792976
990	0.3234594549
991	0.3229926741
992	0.3227914763
993	0.3225813988
994	0.3223045172
995	0.322025962
996	0.3217460265
997	0.3214622999
998	0.3210638509
999	0.3207990281
216309285
